Date,Franchise,City,Product,Sales,Profit
01-Apr-24,M2,Mumbai,Chamomile,225,75
01-May-24,M2,Mumbai,Chamomile,291,82
01-Jun-24,M2,Mumbai,Chamomile,301,132
01-Jul-24,M2,Mumbai,Chamomile,41,9
01-Aug-24,M2,Mumbai,Chamomile,69,18
01-Sep-24,M2,Mumbai,Chamomile,108,19
01-Oct-24,M2,Mumbai,Chamomile,323,143
01-Nov-24,M2,Mumbai,Chamomile,687,262
01-Dec-24,M2,Mumbai,Chamomile,151,2
01-Jan-25,M2,Mumbai,Chamomile,126,41
01-Feb-25,M2,Mumbai,Chamomile,176,61
01-Mar-25,M2,Mumbai,Chamomile,63,19
01-Apr-25,M2,Mumbai,Chamomile,140,20
01-May-25,M2,Mumbai,Chamomile,412,49
01-Jun-25,M2,Mumbai,Chamomile,62,19
01-Jul-25,M2,Mumbai,Chamomile,151,49
01-Aug-25,M2,Mumbai,Chamomile,225,75
01-Sep-25,M2,Mumbai,Chamomile,310,87
01-Oct-25,M2,Mumbai,Chamomile,302,133
01-Nov-25,M2,Mumbai,Chamomile,50,14
01-Dec-25,M2,Mumbai,Chamomile,76,21
01-Jan-26,M2,Mumbai,Chamomile,125,27
01-Feb-26,M2,Mumbai,Chamomile,245,105
01-Mar-26,M2,Mumbai,Chamomile,589,220
01-Apr-26,M2,Mumbai,Chamomile,106,-7
01-May-26,M2,Mumbai,Chamomile,151,53
01-Jun-26,M2,Mumbai,Chamomile,159,55
01-Jul-26,M2,Mumbai,Chamomile,48,13
01-Aug-26,M2,Mumbai,Chamomile,149,24
01-Sep-26,M2,Mumbai,Chamomile,290,26
01-Oct-26,M2,Mumbai,Chamomile,61,17
01-Nov-26,M2,Mumbai,Chamomile,120,34
01-Dec-26,M2,Mumbai,Chamomile,258,91
01-Jan-21,M3,Mumbai,Chamomile,322,92
01-Feb-21,M3,Mumbai,Chamomile,302,133
01-Mar-21,M3,Mumbai,Chamomile,53,16
01-Apr-21,M3,Mumbai,Chamomile,51,10
01-May-21,M3,Mumbai,Chamomile,123,26
01-Jun-21,M3,Mumbai,Chamomile,265,115
01-Jul-21,M3,Mumbai,Chamomile,598,224
01-Aug-21,M3,Mumbai,Chamomile,109,-6
01-Sep-21,M3,Mumbai,Chamomile,159,57
01-Oct-21,M3,Mumbai,Chamomile,236,87
01-Nov-21,M3,Mumbai,Chamomile,52,14
01-Dec-21,M3,Mumbai,Chamomile,126,16
01-Jan-22,M3,Mumbai,Chamomile,298,26
01-Feb-22,M3,Mumbai,Chamomile,61,17
01-Mar-22,M3,Mumbai,Chamomile,120,33
01-Apr-22,M3,Mumbai,Chamomile,313,115
01-May-22,M3,Mumbai,Chamomile,363,107
01-Jun-22,M3,Mumbai,Chamomile,290,127
01-Jul-22,M3,Mumbai,Chamomile,80,29
01-Aug-22,M3,Mumbai,Chamomile,52,11
01-Sep-22,M3,Mumbai,Chamomile,138,32
01-Oct-22,M3,Mumbai,Chamomile,198,84
01-Nov-22,M3,Mumbai,Chamomile,532,196
01-Dec-22,M3,Mumbai,Chamomile,106,-8
01-Jan-23,M3,Mumbai,Chamomile,141,48
01-Feb-23,M3,Mumbai,Chamomile,231,85
01-Mar-23,M3,Mumbai,Chamomile,39,9
01-Apr-23,M3,Mumbai,Chamomile,121,13
01-May-23,M3,Mumbai,Chamomile,289,26
01-Jun-23,M3,Mumbai,Chamomile,63,19
01-Jul-23,M3,Mumbai,Chamomile,113,30
01-Aug-23,M3,Mumbai,Chamomile,325,122
01-Sep-23,M3,Mumbai,Chamomile,306,87
01-Oct-23,M3,Mumbai,Chamomile,302,133
01-Nov-23,M3,Mumbai,Chamomile,73,25
01-Dec-23,M3,Mumbai,Chamomile,56,12
01-Jan-24,M3,Mumbai,Chamomile,127,28
01-Feb-24,M3,Mumbai,Chamomile,210,89
01-Mar-24,M3,Mumbai,Chamomile,576,216
01-Apr-24,M3,Mumbai,Chamomile,118,-5
01-May-24,M3,Mumbai,Chamomile,107,30
01-Jun-24,M3,Mumbai,Chamomile,214,77
01-Jul-24,M3,Mumbai,Chamomile,41,9
01-Aug-24,M3,Mumbai,Chamomile,145,22
01-Sep-24,M3,Mumbai,Chamomile,322,32
01-Oct-24,M3,Mumbai,Chamomile,60,19
01-Nov-24,M3,Mumbai,Chamomile,127,36
01-Dec-24,M3,Mumbai,Chamomile,289,105
01-Jan-25,M3,Mumbai,Chamomile,382,154
01-Feb-25,M3,Mumbai,Chamomile,245,148
01-Mar-25,M3,Mumbai,Chamomile,90,45
01-Apr-25,M3,Mumbai,Chamomile,123,53
01-May-25,M3,Mumbai,Chamomile,157,51
01-Jun-25,M3,Mumbai,Chamomile,262,159
01-Jul-25,M3,Mumbai,Chamomile,611,315
01-Aug-25,M3,Mumbai,Chamomile,101,-17
01-Sep-25,M3,Mumbai,Chamomile,201,109
01-Oct-25,M3,Mumbai,Chamomile,125,55
01-Nov-25,M3,Mumbai,Chamomile,50,17
01-Dec-25,M3,Mumbai,Chamomile,134,20
01-Jan-26,M3,Mumbai,Chamomile,280,25
01-Feb-26,M3,Mumbai,Chamomile,101,51
01-Mar-26,M3,Mumbai,Chamomile,104,33
01-Apr-26,M3,Mumbai,Chamomile,347,179
01-May-26,M3,Mumbai,Chamomile,362,147
01-Jun-26,M3,Mumbai,Chamomile,259,156
01-Jul-26,M3,Mumbai,Chamomile,60,25
01-Aug-26,M3,Mumbai,Chamomile,117,50
01-Sep-26,M3,Mumbai,Chamomile,149,49
01-Oct-26,M3,Mumbai,Chamomile,247,148
01-Nov-26,M3,Mumbai,Chamomile,581,298
01-Dec-26,M3,Mumbai,Chamomile,111,-12
01-Jan-21,B1,Banglore,Chamomile,185,98
01-Feb-21,B1,Banglore,Chamomile,119,52
01-Mar-21,B1,Banglore,Chamomile,48,15
01-Apr-21,B1,Banglore,Chamomile,126,16
01-May-21,B1,Banglore,Chamomile,309,39
01-Jun-21,B1,Banglore,Chamomile,86,42
01-Jul-21,B1,Banglore,Chamomile,108,36
01-Aug-21,B1,Banglore,Chamomile,346,180
01-Sep-21,B1,Banglore,Chamomile,346,140
01-Oct-21,B1,Banglore,Chamomile,227,135
01-Nov-21,B1,Banglore,Chamomile,56,22
01-Dec-21,B1,Banglore,Chamomile,119,52
01-Jan-22,B1,Banglore,Chamomile,143,46
01-Feb-22,B1,Banglore,Chamomile,249,150
01-Mar-22,B1,Banglore,Chamomile,604,315
01-Apr-22,B1,Banglore,Chamomile,114,-9
01-May-22,B1,Banglore,Chamomile,178,93
01-Jun-22,B1,Banglore,Chamomile,117,50
01-Jul-22,B1,Banglore,Chamomile,48,15
01-Aug-22,B1,Banglore,Chamomile,128,19
01-Sep-22,B1,Banglore,Chamomile,318,40
01-Oct-22,B1,Banglore,Chamomile,98,49
01-Nov-22,B1,Banglore,Chamomile,114,42
01-Dec-22,B1,Banglore,Chamomile,329,171
01-Jan-23,B1,Banglore,Chamomile,346,140
01-Feb-23,B1,Banglore,Chamomile,238,141
01-Mar-23,B1,Banglore,Chamomile,56,24
01-Apr-23,B1,Banglore,Chamomile,110,46
01-May-23,B1,Banglore,Chamomile,137,42
01-Jun-23,B1,Banglore,Chamomile,261,157
01-Jul-23,B1,Banglore,Chamomile,626,326
01-Aug-23,B1,Banglore,Chamomile,114,-9
01-Sep-23,B1,Banglore,Chamomile,142,68
01-Oct-23,B1,Banglore,Chamomile,127,56
01-Nov-23,B1,Banglore,Chamomile,50,18
01-Dec-23,B1,Banglore,Chamomile,135,22
01-Jan-24,B1,Banglore,Chamomile,318,40
01-Feb-24,B1,Banglore,Chamomile,93,46
01-Mar-24,B1,Banglore,Chamomile,129,50
01-Apr-24,B1,Banglore,Chamomile,311,157
01-May-24,B1,Banglore,Chamomile,295,115
01-Jun-24,B1,Banglore,Chamomile,254,155
01-Jul-24,B1,Banglore,Chamomile,49,17
01-Aug-24,B1,Banglore,Chamomile,109,48
01-Sep-24,B1,Banglore,Chamomile,122,37
01-Oct-24,B1,Banglore,Chamomile,254,153
01-Nov-24,B1,Banglore,Chamomile,607,319
01-Dec-24,B1,Banglore,Chamomile,103,-11
01-Jan-25,B1,Banglore,Chamomile,129,62
01-Feb-25,B1,Banglore,Chamomile,110,48
01-Mar-25,B1,Banglore,Chamomile,49,17
01-Apr-25,B1,Banglore,Chamomile,129,23
01-May-25,B1,Banglore,Chamomile,286,35
01-Jun-25,B1,Banglore,Chamomile,74,36
01-Jul-25,B1,Banglore,Chamomile,124,47
01-Aug-25,B1,Banglore,Chamomile,273,135
01-Sep-25,B1,Banglore,Chamomile,295,115
01-Oct-25,B1,Banglore,Chamomile,274,167
01-Nov-25,B1,Banglore,Chamomile,44,12
01-Dec-25,B1,Banglore,Chamomile,109,48
01-Jan-26,B1,Banglore,Chamomile,117,33
01-Feb-26,B1,Banglore,Chamomile,298,184
01-Mar-26,B1,Banglore,Chamomile,628,333
01-Apr-26,B1,Banglore,Chamomile,124,-6
01-May-26,B1,Banglore,Chamomile,124,55
01-Jun-26,B1,Banglore,Chamomile,110,50
01-Jul-26,B1,Banglore,Chamomile,57,25
01-Aug-26,B1,Banglore,Chamomile,132,26
01-Sep-26,B1,Banglore,Chamomile,342,51
01-Oct-26,B1,Banglore,Chamomile,68,30
01-Nov-26,B1,Banglore,Chamomile,137,58
01-Dec-26,B1,Banglore,Chamomile,230,109
01-Jan-21,B2,Banglore,Chamomile,288,112
01-Feb-21,B2,Banglore,Chamomile,254,153
01-Mar-21,B2,Banglore,Chamomile,44,12
01-Apr-21,B2,Banglore,Chamomile,114,50
01-May-21,B2,Banglore,Chamomile,109,28
01-Jun-21,B2,Banglore,Chamomile,309,192
01-Jul-21,B2,Banglore,Chamomile,672,356
01-Aug-21,B2,Banglore,Chamomile,140,-1
01-Sep-21,B2,Banglore,Chamomile,103,40
01-Oct-21,B2,Banglore,Chamomile,105,44
01-Nov-21,B2,Banglore,Chamomile,60,23
01-Dec-21,B2,Banglore,Chamomile,132,26
01-Jan-22,B2,Banglore,Chamomile,384,62
01-Feb-22,B2,Banglore,Chamomile,73,33
01-Mar-22,B2,Banglore,Chamomile,150,66
01-Apr-22,B2,Banglore,Chamomile,223,104
01-May-22,B2,Banglore,Chamomile,288,113
01-Jun-22,B2,Banglore,Chamomile,298,182
01-Jul-22,B2,Banglore,Chamomile,41,12
01-Aug-22,B2,Banglore,Chamomile,68,25
01-Sep-22,B2,Banglore,Chamomile,107,26
01-Oct-22,B2,Banglore,Chamomile,320,197
01-Nov-22,B2,Banglore,Chamomile,681,362
01-Dec-22,B2,Banglore,Chamomile,150,3
01-Jan-23,B2,Banglore,Chamomile,125,57
01-Feb-23,B2,Banglore,Chamomile,174,84
01-Mar-23,B2,Banglore,Chamomile,62,26
01-Apr-23,B2,Banglore,Chamomile,139,28
01-May-23,B2,Banglore,Chamomile,408,68
01-Jun-23,B2,Banglore,Chamomile,61,26
01-Jul-23,B2,Banglore,Chamomile,150,68
01-Aug-23,B2,Banglore,Chamomile,223,104
01-Sep-23,B2,Banglore,Chamomile,330,129
01-Oct-23,B2,Banglore,Chamomile,322,197
01-Nov-23,B2,Banglore,Chamomile,53,21
01-Dec-23,B2,Banglore,Chamomile,81,31
01-Jan-24,B2,Banglore,Chamomile,133,40
01-Feb-24,B2,Banglore,Chamomile,261,156
01-Mar-24,B2,Banglore,Chamomile,628,326
01-Apr-24,B2,Banglore,Chamomile,113,-10
01-May-24,B2,Banglore,Chamomile,161,79
01-Jun-24,B2,Banglore,Chamomile,169,82
01-Jul-24,B2,Banglore,Chamomile,51,19
01-Aug-24,B2,Banglore,Chamomile,159,36
01-Sep-24,B2,Banglore,Chamomile,309,39
01-Oct-24,B2,Banglore,Chamomile,65,25
01-Nov-24,B2,Banglore,Chamomile,128,50
01-Dec-24,B2,Banglore,Chamomile,275,135
01-Jan-25,B2,Banglore,Chamomile,343,137
01-Feb-25,B2,Banglore,Chamomile,322,197
01-Mar-25,B2,Banglore,Chamomile,56,24
01-Apr-25,B2,Banglore,Chamomile,54,15
01-May-25,B2,Banglore,Chamomile,131,39
01-Jun-25,B2,Banglore,Chamomile,282,171
01-Jul-25,B2,Banglore,Chamomile,637,332
01-Aug-25,B2,Banglore,Chamomile,116,-9
01-Sep-25,B2,Banglore,Chamomile,169,85
01-Oct-25,B2,Banglore,Chamomile,251,129
01-Nov-25,B2,Banglore,Chamomile,55,21
01-Dec-25,B2,Banglore,Chamomile,134,24
01-Jan-26,B2,Banglore,Chamomile,318,39
01-Feb-26,B2,Banglore,Chamomile,65,25
01-Mar-26,B2,Banglore,Chamomile,128,49
01-Apr-26,B2,Banglore,Chamomile,334,171
01-May-26,B2,Banglore,Chamomile,387,159
01-Jun-26,B2,Banglore,Chamomile,309,188
01-Jul-26,B2,Banglore,Chamomile,85,43
01-Aug-26,B2,Banglore,Chamomile,55,16
01-Sep-26,B2,Banglore,Chamomile,147,47
01-Oct-26,B2,Banglore,Chamomile,211,125
01-Nov-26,B2,Banglore,Chamomile,567,291
01-Dec-26,B2,Banglore,Chamomile,113,-12
01-Jan-21,M1,Mumbai,Colombian,190,68
01-Feb-21,M1,Mumbai,Colombian,345,111
01-Mar-21,M1,Mumbai,Colombian,140,42
01-Apr-21,M1,Mumbai,Colombian,210,68
01-May-21,M1,Mumbai,Colombian,494,367
01-Jun-21,M1,Mumbai,Colombian,678,262
01-Jul-21,M1,Mumbai,Colombian,452,159
01-Aug-21,M1,Mumbai,Colombian,678,262
01-Sep-21,M1,Mumbai,Colombian,62,5
01-Oct-21,M1,Mumbai,Colombian,190,39
01-Nov-21,M1,Mumbai,Colombian,190,9
01-Dec-21,M1,Mumbai,Colombian,310,115
01-Jan-22,M1,Mumbai,Colombian,120,25
01-Feb-22,M1,Mumbai,Colombian,85,30
01-Mar-22,M1,Mumbai,Colombian,120,26
01-Apr-22,M1,Mumbai,Colombian,100,29
01-May-22,M1,Mumbai,Colombian,76,-3
01-Jun-22,M1,Mumbai,Colombian,160,28
01-Jul-22,M1,Mumbai,Colombian,130,30
01-Aug-22,M1,Mumbai,Colombian,130,38
01-Sep-22,M1,Mumbai,Colombian,190,68
01-Oct-22,M1,Mumbai,Colombian,354,115
01-Nov-22,M1,Mumbai,Colombian,128,38
01-Dec-22,M1,Mumbai,Colombian,200,63
01-Jan-23,M1,Mumbai,Colombian,470,340
01-Feb-23,M1,Mumbai,Colombian,645,245
01-Mar-23,M1,Mumbai,Colombian,465,164
01-Apr-23,M1,Mumbai,Colombian,645,245
01-May-23,M1,Mumbai,Colombian,63,6
01-Jun-23,M1,Mumbai,Colombian,193,42
01-Jul-23,M1,Mumbai,Colombian,220,15
01-Aug-23,M1,Mumbai,Colombian,325,121
01-Sep-23,M1,Mumbai,Colombian,114,23
01-Oct-23,M1,Mumbai,Colombian,94,34
01-Nov-23,M1,Mumbai,Colombian,114,24
01-Dec-23,M1,Mumbai,Colombian,100,29
01-Jan-24,M1,Mumbai,Colombian,74,-5
01-Feb-24,M1,Mumbai,Colombian,155,25
01-Mar-24,M1,Mumbai,Colombian,130,30
01-Apr-24,M1,Mumbai,Colombian,142,44
01-May-24,M1,Mumbai,Colombian,193,69
01-Jun-24,M1,Mumbai,Colombian,367,119
01-Jul-24,M1,Mumbai,Colombian,121,35
01-Aug-24,M1,Mumbai,Colombian,210,67
01-Sep-24,M1,Mumbai,Colombian,492,366
01-Oct-24,M1,Mumbai,Colombian,675,259
01-Nov-24,M1,Mumbai,Colombian,467,166
01-Dec-24,M1,Mumbai,Colombian,675,259
01-Jan-25,M1,Mumbai,Colombian,63,6
01-Feb-25,M1,Mumbai,Colombian,189,39
01-Mar-25,M1,Mumbai,Colombian,227,17
01-Apr-25,M1,Mumbai,Colombian,309,114
01-May-25,M1,Mumbai,Colombian,119,26
01-Jun-25,M1,Mumbai,Colombian,82,29
01-Jul-25,M1,Mumbai,Colombian,119,26
01-Aug-25,M1,Mumbai,Colombian,98,29
01-Sep-25,M1,Mumbai,Colombian,75,-4
01-Oct-25,M1,Mumbai,Colombian,149,24
01-Nov-25,M1,Mumbai,Colombian,124,26
01-Dec-25,M1,Mumbai,Colombian,150,48
01-Jan-26,M1,Mumbai,Colombian,178,63
01-Feb-26,M1,Mumbai,Colombian,456,156
01-Mar-26,M1,Mumbai,Colombian,107,27
01-Apr-26,M1,Mumbai,Colombian,222,73
01-May-26,M1,Mumbai,Colombian,519,397
01-Jun-26,M1,Mumbai,Colombian,712,276
01-Jul-26,M1,Mumbai,Colombian,456,161
01-Aug-26,M1,Mumbai,Colombian,712,276
01-Sep-26,M1,Mumbai,Colombian,61,3
01-Oct-26,M1,Mumbai,Colombian,178,35
01-Nov-26,M1,Mumbai,Colombian,227,17
01-Dec-26,M1,Mumbai,Colombian,292,107
01-Jan-21,M2,Mumbai,Colombian,125,27
01-Feb-21,M2,Mumbai,Colombian,86,30
01-Mar-21,M2,Mumbai,Colombian,125,27
01-Apr-21,M2,Mumbai,Colombian,106,33
01-May-21,M2,Mumbai,Colombian,79,-2
01-Jun-21,M2,Mumbai,Colombian,119,8
01-Jul-21,M2,Mumbai,Colombian,119,25
01-Aug-21,M2,Mumbai,Colombian,169,54
01-Sep-21,M2,Mumbai,Colombian,190,68
01-Oct-21,M2,Mumbai,Colombian,465,161
01-Nov-21,M2,Mumbai,Colombian,103,24
01-Dec-21,M2,Mumbai,Colombian,235,78
01-Jan-22,M2,Mumbai,Colombian,551,434
01-Feb-22,M2,Mumbai,Colombian,756,295
01-Mar-22,M2,Mumbai,Colombian,512,183
01-Apr-22,M2,Mumbai,Colombian,756,295
01-May-22,M2,Mumbai,Colombian,68,7
01-Jun-22,M2,Mumbai,Colombian,173,33
01-Jul-22,M2,Mumbai,Colombian,221,17
01-Aug-22,M2,Mumbai,Colombian,275,98
01-Sep-22,M2,Mumbai,Colombian,132,31
01-Oct-22,M2,Mumbai,Colombian,99,36
01-Nov-22,M2,Mumbai,Colombian,132,31
01-Dec-22,M2,Mumbai,Colombian,99,30
01-Jan-23,M2,Mumbai,Colombian,81,-1
01-Feb-23,M2,Mumbai,Colombian,116,8
01-Mar-23,M2,Mumbai,Colombian,113,22
01-Apr-23,M2,Mumbai,Colombian,175,58
01-May-23,M2,Mumbai,Colombian,190,68
01-Jun-23,M2,Mumbai,Colombian,478,167
01-Jul-23,M2,Mumbai,Colombian,93,19
01-Aug-23,M2,Mumbai,Colombian,278,99
01-Sep-23,M2,Mumbai,Colombian,649,547
01-Oct-23,M2,Mumbai,Colombian,890,357
01-Nov-23,M2,Mumbai,Colombian,532,192
01-Dec-23,M2,Mumbai,Colombian,890,357
01-Jan-24,M2,Mumbai,Colombian,70,8
01-Feb-24,M2,Mumbai,Colombian,169,31
01-Mar-24,M2,Mumbai,Colombian,264,24
01-Apr-24,M2,Mumbai,Colombian,232,79
01-May-24,M2,Mumbai,Colombian,156,42
01-Jun-24,M2,Mumbai,Colombian,107,40
01-Jul-24,M2,Mumbai,Colombian,156,43
01-Aug-24,M2,Mumbai,Colombian,99,29
01-Sep-24,M2,Mumbai,Colombian,82,0
01-Oct-24,M2,Mumbai,Colombian,112,4
01-Nov-24,M2,Mumbai,Colombian,108,19
01-Dec-24,M2,Mumbai,Colombian,193,66
01-Jan-25,M2,Mumbai,Colombian,199,71
01-Feb-25,M2,Mumbai,Colombian,567,208
01-Mar-25,M2,Mumbai,Colombian,85,18
01-Apr-25,M2,Mumbai,Colombian,286,104
01-May-25,M2,Mumbai,Colombian,665,564
01-Jun-25,M2,Mumbai,Colombian,912,370
01-Jul-25,M2,Mumbai,Colombian,567,206
01-Aug-25,M2,Mumbai,Colombian,912,370
01-Sep-25,M2,Mumbai,Colombian,75,9
01-Oct-25,M2,Mumbai,Colombian,169,31
01-Nov-25,M2,Mumbai,Colombian,297,32
01-Dec-25,M2,Mumbai,Colombian,225,75
01-Jan-26,M2,Mumbai,Colombian,160,43
01-Feb-26,M2,Mumbai,Colombian,99,36
01-Mar-26,M2,Mumbai,Colombian,160,44
01-Apr-26,M2,Mumbai,Colombian,94,28
01-May-26,M2,Mumbai,Colombian,82,-1
01-Jun-26,M2,Mumbai,Colombian,94,0
01-Jul-26,M2,Mumbai,Colombian,100,16
01-Aug-26,M2,Mumbai,Colombian,211,75
01-Sep-26,M2,Mumbai,Colombian,120,39
01-Oct-26,M2,Mumbai,Colombian,467,163
01-Nov-26,M2,Mumbai,Colombian,85,19
01-Dec-26,M2,Mumbai,Colombian,286,104
01-Jan-21,M3,Mumbai,Colombian,664,563
01-Feb-21,M3,Mumbai,Colombian,910,368
01-Mar-21,M3,Mumbai,Colombian,678,250
01-Apr-21,M3,Mumbai,Colombian,910,368
01-May-21,M3,Mumbai,Colombian,90,15
01-Jun-21,M3,Mumbai,Colombian,160,27
01-Jul-21,M3,Mumbai,Colombian,317,35
01-Aug-21,M3,Mumbai,Colombian,225,75
01-Sep-21,M3,Mumbai,Colombian,160,44
01-Oct-21,M3,Mumbai,Colombian,118,46
01-Nov-21,M3,Mumbai,Colombian,160,44
01-Dec-21,M3,Mumbai,Colombian,155,53
01-Jan-22,M3,Mumbai,Colombian,86,1
01-Feb-22,M3,Mumbai,Colombian,114,8
01-Mar-22,M3,Mumbai,Colombian,98,15
01-Apr-22,M3,Mumbai,Colombian,211,76
01-May-22,M3,Mumbai,Colombian,132,42
01-Jun-22,M3,Mumbai,Colombian,387,129
01-Jul-22,M3,Mumbai,Colombian,107,29
01-Aug-22,M3,Mumbai,Colombian,249,86
01-Sep-22,M3,Mumbai,Colombian,576,465
01-Oct-22,M3,Mumbai,Colombian,790,312
01-Nov-22,M3,Mumbai,Colombian,546,197
01-Dec-22,M3,Mumbai,Colombian,790,313
01-Jan-23,M3,Mumbai,Colombian,72,7
01-Feb-23,M3,Mumbai,Colombian,150,25
01-Mar-23,M3,Mumbai,Colombian,223,16
01-Apr-23,M3,Mumbai,Colombian,258,91
01-May-23,M3,Mumbai,Colombian,139,34
01-Jun-23,M3,Mumbai,Colombian,119,46
01-Jul-23,M3,Mumbai,Colombian,139,34
01-Aug-23,M3,Mumbai,Colombian,140,47
01-Sep-23,M3,Mumbai,Colombian,91,2
01-Oct-23,M3,Mumbai,Colombian,137,18
01-Nov-23,M3,Mumbai,Colombian,113,22
01-Dec-23,M3,Mumbai,Colombian,167,56
01-Jan-24,M3,Mumbai,Colombian,90,27
01-Feb-24,M3,Mumbai,Colombian,367,120
01-Mar-24,M3,Mumbai,Colombian,107,28
01-Apr-24,M3,Mumbai,Colombian,205,64
01-May-24,M3,Mumbai,Colombian,474,348
01-Jun-24,M3,Mumbai,Colombian,650,247
01-Jul-24,M3,Mumbai,Colombian,520,185
01-Aug-24,M3,Mumbai,Colombian,650,247
01-Sep-24,M3,Mumbai,Colombian,68,7
01-Oct-24,M3,Mumbai,Colombian,177,35
01-Nov-24,M3,Mumbai,Colombian,230,18
01-Dec-24,M3,Mumbai,Colombian,313,115
01-Jan-25,M3,Mumbai,Colombian,114,24
01-Feb-25,M3,Mumbai,Colombian,119,47
01-Mar-25,M3,Mumbai,Colombian,114,23
01-Apr-25,M3,Mumbai,Colombian,205,74
01-May-25,M3,Mumbai,Colombian,77,-2
01-Jun-25,M3,Mumbai,Colombian,144,21
01-Jul-25,M3,Mumbai,Colombian,111,22
01-Aug-25,M3,Mumbai,Colombian,167,56
01-Sep-25,M3,Mumbai,Colombian,92,27
01-Oct-25,M3,Mumbai,Colombian,412,139
01-Nov-25,M3,Mumbai,Colombian,114,32
01-Dec-25,M3,Mumbai,Colombian,197,63
01-Jan-26,M3,Mumbai,Colombian,454,324
01-Feb-26,M3,Mumbai,Colombian,623,236
01-Mar-26,M3,Mumbai,Colombian,490,174
01-Apr-26,M3,Mumbai,Colombian,623,235
01-May-26,M3,Mumbai,Colombian,64,5
01-Jun-26,M3,Mumbai,Colombian,184,38
01-Jul-26,M3,Mumbai,Colombian,224,16
01-Aug-26,M3,Mumbai,Colombian,325,122
01-Sep-26,M3,Mumbai,Colombian,109,20
01-Oct-26,M3,Mumbai,Colombian,115,44
01-Nov-26,M3,Mumbai,Colombian,109,20
01-Dec-26,M3,Mumbai,Colombian,200,71
01-Jan-21,B1,Banglore,Colombian,74,-4
01-Feb-21,B1,Banglore,Colombian,128,14
01-Mar-21,B1,Banglore,Colombian,124,27
01-Apr-21,B1,Banglore,Colombian,156,50
01-May-21,B1,Banglore,Colombian,99,29
01-Jun-21,B1,Banglore,Colombian,534,194
01-Jul-21,B1,Banglore,Colombian,101,24
01-Aug-21,B1,Banglore,Colombian,221,73
01-Sep-21,B1,Banglore,Colombian,510,390
01-Oct-21,B1,Banglore,Colombian,699,271
01-Nov-21,B1,Banglore,Colombian,525,188
01-Dec-21,B1,Banglore,Colombian,699,271
01-Jan-22,B1,Banglore,Colombian,69,8
01-Feb-22,B1,Banglore,Colombian,153,26
01-Mar-22,B1,Banglore,Colombian,250,20
01-Apr-22,B1,Banglore,Colombian,289,105
01-May-22,B1,Banglore,Colombian,122,28
01-Jun-22,B1,Banglore,Colombian,120,46
01-Jul-22,B1,Banglore,Colombian,122,27
01-Aug-22,B1,Banglore,Colombian,185,66
01-Sep-22,B1,Banglore,Colombian,88,1
01-Oct-22,B1,Banglore,Colombian,98,1
01-Nov-22,B1,Banglore,Colombian,114,21
01-Dec-22,B1,Banglore,Colombian,176,58
01-Jan-23,B1,Banglore,Colombian,213,106
01-Feb-23,B1,Banglore,Colombian,386,173
01-Mar-23,B1,Banglore,Colombian,157,65
01-Apr-23,B1,Banglore,Colombian,235,106
01-May-23,B1,Banglore,Colombian,553,572
01-Jun-23,B1,Banglore,Colombian,759,408
01-Jul-23,B1,Banglore,Colombian,506,248
01-Aug-23,B1,Banglore,Colombian,759,408
01-Sep-23,B1,Banglore,Colombian,69,8
01-Oct-23,B1,Banglore,Colombian,213,61
01-Nov-23,B1,Banglore,Colombian,213,14
01-Dec-23,B1,Banglore,Colombian,347,179
01-Jan-24,B1,Banglore,Colombian,134,39
01-Feb-24,B1,Banglore,Colombian,95,47
01-Mar-24,B1,Banglore,Colombian,134,41
01-Apr-24,B1,Banglore,Colombian,112,45
01-May-24,B1,Banglore,Colombian,85,-5
01-Jun-24,B1,Banglore,Colombian,179,44
01-Jul-24,B1,Banglore,Colombian,145,47
01-Aug-24,B1,Banglore,Colombian,145,59
01-Sep-24,B1,Banglore,Colombian,202,101
01-Oct-24,B1,Banglore,Colombian,377,171
01-Nov-24,B1,Banglore,Colombian,136,56
01-Dec-24,B1,Banglore,Colombian,213,93
01-Jan-25,B1,Banglore,Colombian,501,505
01-Feb-25,B1,Banglore,Colombian,687,364
01-Mar-25,B1,Banglore,Colombian,496,243
01-Apr-25,B1,Banglore,Colombian,687,364
01-May-25,B1,Banglore,Colombian,67,9
01-Jun-25,B1,Banglore,Colombian,206,62
01-Jul-25,B1,Banglore,Colombian,234,22
01-Aug-25,B1,Banglore,Colombian,346,180
01-Sep-25,B1,Banglore,Colombian,121,34
01-Oct-25,B1,Banglore,Colombian,100,50
01-Nov-25,B1,Banglore,Colombian,121,36
01-Dec-25,B1,Banglore,Colombian,107,43
01-Jan-26,B1,Banglore,Colombian,79,-7
01-Feb-26,B1,Banglore,Colombian,165,37
01-Mar-26,B1,Banglore,Colombian,139,45
01-Apr-26,B1,Banglore,Colombian,151,65
01-May-26,B1,Banglore,Colombian,206,102
01-Jun-26,B1,Banglore,Colombian,391,177
01-Jul-26,B1,Banglore,Colombian,129,52
01-Aug-26,B1,Banglore,Colombian,224,99
01-Sep-26,B1,Banglore,Colombian,524,543
01-Oct-26,B1,Banglore,Colombian,719,384
01-Nov-26,B1,Banglore,Colombian,498,246
01-Dec-26,B1,Banglore,Colombian,719,384
01-Jan-21,B2,Banglore,Colombian,67,9
01-Feb-21,B2,Banglore,Colombian,201,58
